,SNDL1,SNDL2,SNDL3,CTRM1,CTRM2,CTRM3,ZSAN1,ZSAN2,ZSAN3,ZOM1,ZOM2,ZOM3,AEZS1,AEZS2,AEZS3,OGEN1,OGEN2,OGEN3,GNUS1,GNUS2,GNUS3,ATOS1,ATOS2,ATOS3,TNXP1,TNXP2,TNXP3,CBBT1,CBBT2,CBBT3,URG1,URG2,URG3,KAVL1,KAVL2,KAVL3
0,0.7139999866485596,0.6809999942779541,0.6610000133514404,0.36000001430511475,0.32499998807907104,0.42500001192092896,0.8629999756813049,0.9259999990463257,1.1299999952316284,0.9760000109672546,0.9750000238418579,1.0800000429153442,0.6800000071525574,0.6399999856948853,0.6899999976158142,0.9300000071525574,0.9100000262260437,1.1200000047683716,1.3799999952316284,1.399999976158142,1.350000023841858,0.8700000047683716,0.949999988079071,1.1399999856948853,0.9300000071525574,0.9599999785423279,0.9300000071525574,0.07993999868631363,0.0689999982714653,0.11999999731779099,0.6800000071525574,0.699999988079071,0.7799999713897705,0.75,0.699999988079071,0.7699999809265137
1,0.6899999976158142,0.6610000133514404,0.6449999809265137,0.335999995470047,0.42500001192092896,0.4050000011920929,0.9259999990463257,1.1299999952316284,1.059999942779541,1.0099999904632568,1.0800000429153442,1.0199999809265137,0.6399999856948853,0.6899999976158142,0.7200000286102295,0.9100000262260437,1.1200000047683716,1.0199999809265137,1.3600000143051147,1.350000023841858,1.4299999475479126,0.8799999952316284,0.949999988079071,0.9200000166893005,1.0,0.9100000262260437,0.9800000190734863,0.0689999982714653,0.06300000101327896,0.12935000658035278,0.699999988079071,0.7799999713897705,0.8199999928474426,0.699999988079071,0.6899999976158142,0.7300000190734863
2,0.6809999942779541,0.6449999809265137,0.6000000238418579,0.3409999907016754,0.4050000011920929,0.38100001215934753,1.1299999952316284,1.059999942779541,1.0800000429153442,0.9750000238418579,1.0199999809265137,1.0,0.6899999976158142,0.7200000286102295,0.7699999809265137,1.1200000047683716,1.0199999809265137,1.090000033378601,1.399999976158142,1.4299999475479126,1.440000057220459,0.949999988079071,1.1399999856948853,0.949999988079071,0.9599999785423279,0.9100000262260437,1.0299999713897705,0.06300000101327896,0.06750000268220901,0.15000000596046448,0.7799999713897705,0.8199999928474426,0.8999999761581421,0.6899999976158142,0.7699999809265137,0.8399999737739563
3,0.6610000133514404,0.6000000238418579,0.5600000023841858,0.32499998807907104,0.38100001215934753,0.39100000262260437,1.059999942779541,1.0800000429153442,1.059999942779541,1.0800000429153442,1.0,0.9559999704360962,0.7200000286102295,0.7699999809265137,0.7099999785423279,1.0199999809265137,1.090000033378601,1.0499999523162842,1.350000023841858,1.440000057220459,1.440000057220459,0.949999988079071,0.9200000166893005,0.9599999785423279,0.9100000262260437,0.9300000071525574,1.0199999809265137,0.06750000268220901,0.07450000196695328,0.19990000128746033,0.8199999928474426,0.8999999761581421,0.8299999833106995,0.7699999809265137,0.7300000190734863,1.0399999618530273
4,0.6449999809265137,0.5600000023841858,0.6010000109672546,0.42500001192092896,0.39100000262260437,0.5320000052452087,1.0800000429153442,1.059999942779541,1.0199999809265137,1.0199999809265137,0.9559999704360962,1.0199999809265137,0.7699999809265137,0.7099999785423279,0.6600000262260437,1.090000033378601,1.0499999523162842,1.0499999523162842,1.4299999475479126,1.440000057220459,1.3899999856948853,1.1399999856948853,0.949999988079071,1.100000023841858,0.9100000262260437,0.9800000190734863,0.9900000095367432,0.07450000196695328,0.07900000363588333,0.16449999809265137,0.8999999761581421,0.8299999833106995,0.8500000238418579,0.7300000190734863,0.8399999737739563,1.309999942779541
5,0.6000000238418579,0.6010000109672546,0.824999988079071,0.4050000011920929,0.5320000052452087,0.6100000143051147,1.059999942779541,1.0199999809265137,0.8809999823570251,1.0,1.0199999809265137,0.9800000190734863,0.7099999785423279,0.6600000262260437,0.6800000071525574,1.0499999523162842,1.0499999523162842,0.9300000071525574,1.440000057220459,1.3899999856948853,1.409999966621399,0.9200000166893005,0.9599999785423279,1.0499999523162842,0.9300000071525574,1.0299999713897705,0.949999988079071,0.07900000363588333,0.08190000057220459,0.13099999725818634,0.8299999833106995,0.8500000238418579,0.800000011920929,0.8399999737739563,1.0399999618530273,1.2000000476837158
6,0.5600000023841858,0.824999988079071,0.8149999976158142,0.38100001215934753,0.6100000143051147,0.6200000047683716,1.0199999809265137,0.8809999823570251,0.9350000023841858,0.9559999704360962,0.9800000190734863,0.9049999713897705,0.6600000262260437,0.6800000071525574,0.75,1.0499999523162842,0.9300000071525574,0.8999999761581421,1.440000057220459,1.409999966621399,1.4900000095367432,0.949999988079071,1.100000023841858,1.1799999475479126,0.9800000190734863,1.0199999809265137,0.9800000190734863,0.08190000057220459,0.08900000154972076,0.13899999856948853,0.8500000238418579,0.800000011920929,0.7599999904632568,1.0399999618530273,1.309999942779541,1.100000023841858
7,0.6010000109672546,0.8149999976158142,1.2100000381469727,0.39100000262260437,0.6200000047683716,0.7099999785423279,0.8809999823570251,0.9350000023841858,0.9200000166893005,1.0199999809265137,0.9049999713897705,0.953000009059906,0.6800000071525574,0.75,0.7300000190734863,0.9300000071525574,0.8999999761581421,0.9200000166893005,1.3899999856948853,1.4900000095367432,1.4299999475479126,0.9599999785423279,1.0499999523162842,1.25,1.0299999713897705,0.9900000095367432,0.9800000190734863,0.08900000154972076,0.0997999981045723,0.13850000500679016,0.800000011920929,0.7599999904632568,0.8299999833106995,1.309999942779541,1.2000000476837158,1.190000057220459
8,0.824999988079071,1.2100000381469727,1.0399999618530273,0.5320000052452087,0.7099999785423279,0.6449999809265137,0.9350000023841858,0.9200000166893005,0.9800000190734863,0.9800000190734863,0.953000009059906,0.9200000166893005,0.75,0.7300000190734863,0.6899999976158142,0.8999999761581421,0.9200000166893005,0.9399999976158142,1.409999966621399,1.4299999475479126,1.3899999856948853,1.100000023841858,1.1799999475479126,1.25,1.0199999809265137,0.949999988079071,0.9700000286102295,0.0997999981045723,0.12300000339746475,0.13729999959468842,0.7599999904632568,0.8299999833106995,0.8500000238418579,1.2000000476837158,1.100000023841858,1.2000000476837158
9,0.8149999976158142,1.0399999618530273,1.2100000381469727,0.6100000143051147,0.6449999809265137,0.6899999976158142,0.9200000166893005,0.9800000190734863,0.9700000286102295,0.9049999713897705,0.9200000166893005,1.100000023841858,0.7300000190734863,0.6899999976158142,0.699999988079071,0.9200000166893005,0.9399999976158142,0.9800000190734863,1.4900000095367432,1.3899999856948853,1.409999966621399,1.0499999523162842,1.25,1.409999966621399,0.9900000095367432,0.9800000190734863,1.0499999523162842,0.12300000339746475,0.11999999731779099,0.14550000429153442,0.8299999833106995,0.8500000238418579,0.8500000238418579,1.100000023841858,1.190000057220459,1.2300000190734863
