Date,High,Low,Open,Close,Volume,Adj Close,short_avg,long_avg,rank
2020-11-27,1.2200000286102295,1.1799999475479126,1.2200000286102295,1.2200000286102295,2116300,1.2200000286102295,1.2200000286102295,1.2200000286102295,0
2020-11-30,1.2699999809265137,1.2200000286102295,1.25,1.2200000286102295,5134200,1.2200000286102295,1.2200000286102295,1.2200000286102295,0
2020-12-01,1.600000023841858,1.3300000429153442,1.590000033378601,1.4500000476837158,26057000,1.4500000476837158,1.2966667016347249,1.2966667016347249,0
2020-12-02,1.399999976158142,1.25,1.3700000047683716,1.3300000429153442,6845400,1.3300000429153442,1.3333333730697632,1.3050000369548798,0
2020-12-03,1.3600000143051147,1.309999942779541,1.350000023841858,1.3300000429153442,3395700,1.3300000429153442,1.3700000445048015,1.3100000381469727,0
2020-12-04,1.4700000286102295,1.309999942779541,1.3300000429153442,1.4199999570846558,4722800,1.4199999570846558,1.3600000143051147,1.32833335796992,0
2020-12-07,1.4249999523162842,1.350000023841858,1.3899999856948853,1.3700000047683716,4110500,1.3700000047683716,1.3733333349227903,1.3342857360839844,0
2020-12-08,1.3899999856948853,1.309999942779541,1.3730000257492063,1.3849999904632568,3532200,1.3849999904632568,1.3916666507720947,1.3406250178813934,0
2020-12-09,1.3899999856948853,1.2799999713897705,1.3600000143051147,1.3350000381469729,3662100,1.3350000381469729,1.3633333444595337,1.3400000201331244,0
2020-12-10,1.3300000429153442,1.2400000095367432,1.2999999523162842,1.3200000524520874,2986500,1.3200000524520874,1.346666693687439,1.3380000233650209,0
2020-12-11,1.3899999856948853,1.2799999713897705,1.2999999523162842,1.340000033378601,5090600,1.340000033378601,1.3316667079925537,1.350000023841858,0
2020-12-14,1.3899999856948853,1.340000033378601,1.3600000143051147,1.3899999856948853,3649500,1.3899999856948853,1.350000023841858,1.3670000195503236,0
2020-12-15,1.3630000352859497,1.3200000524520874,1.3600000143051147,1.350000023841858,2334700,1.350000023841858,1.3600000143051147,1.3570000171661376,0
2020-12-16,1.350000023841858,1.2899999618530271,1.350000023841858,1.309999942779541,2628400,1.309999942779541,1.349999984105428,1.3550000071525574,0
2020-12-17,1.350000023841858,1.2899999618530271,1.309999942779541,1.350000023841858,2684400,1.350000023841858,1.3366666634877522,1.3570000052452087,0
2020-12-18,1.5199999809265137,1.3300000429153442,1.3600000143051147,1.5,39594100,1.5,1.3866666555404663,1.3650000095367432,0
2020-12-21,1.7599999904632568,1.4500000476837158,1.75,1.5199999809265137,24145900,1.5199999809265137,1.4566666682561238,1.380000007152557,0
2020-12-22,1.559999942779541,1.409999966621399,1.5499999523162842,1.4600000381469729,5135900,1.4600000381469729,1.493333339691162,1.3875000119209289,0
2020-12-23,1.4900000095367432,1.3700000047683716,1.4500000476837158,1.440000057220459,5141200,1.440000057220459,1.4733333587646484,1.3980000138282775,0
2020-12-24,1.4299999475479126,1.3799999952316284,1.4199999570846558,1.3899999856948853,2072600,1.3899999856948853,1.4300000270207722,1.4050000071525577,0
2020-12-28,1.399999976158142,1.25,1.3930000066757202,1.2599999904632568,9826100,1.2599999904632568,1.3633333444595337,1.397000002861023,0
2020-12-29,1.2799999713897705,1.2200000286102295,1.25,1.2599999904632568,4688100,1.2599999904632568,1.303333322207133,1.38400000333786,0
2020-12-30,1.3200000524520874,1.2400000095367432,1.2599999904632568,1.2799999713897705,4923000,1.2799999713897705,1.2666666507720947,1.3769999980926513,0
2020-12-31,1.2890000343322754,1.2300000190734863,1.2799999713897705,1.25,2916300,1.25,1.2633333206176758,1.3710000038146972,0
2021-01-04,1.2699999809265137,1.2300000190734863,1.2599999904632568,1.2699999809265137,3036200,1.2699999809265137,1.2666666507720947,1.3629999995231628,0
2021-01-05,1.4900000095367432,1.2799999713897705,1.2899999618530271,1.4199999570846558,8984900,1.4199999570846558,1.31333331267039,1.3549999952316285,0
2021-01-06,1.5,1.3799999952316284,1.440000057220459,1.409999966621399,7836400,1.409999966621399,1.3666666348775227,1.343999993801117,0
2021-01-07,1.4700000286102295,1.409999966621399,1.4500000476837158,1.440000057220459,4225500,1.440000057220459,1.4233333269755046,1.3419999957084656,0
2021-01-08,1.4700000286102295,1.3799999952316284,1.4700000286102295,1.409999966621399,3507300,1.409999966621399,1.4199999968210857,1.3389999866485596,0
2021-01-11,1.4600000381469729,1.3200000524520874,1.399999976158142,1.4600000381469729,9653300,1.4600000381469729,1.43666668732961,1.3459999918937684,0
2021-01-12,1.5499999523162842,1.440000057220459,1.4700000286102295,1.5,8493100,1.5,1.4566666682561238,1.369999992847443,0
2021-01-13,1.6699999570846558,1.5,1.5399999618530271,1.6100000143051147,12780500,1.6100000143051147,1.5233333508173623,1.4049999952316283,0
2021-01-14,1.7899999618530271,1.5199999809265137,1.600000023841858,1.7400000095367432,13660600,1.7400000095367432,1.6166666746139526,1.4509999990463256,0
2021-01-15,1.8600000143051147,1.600000023841858,1.787999987602234,1.7400000095367432,11879300,1.7400000095367432,1.696666677792867,1.5,0
2021-01-19,1.7999999523162842,1.659999966621399,1.7519999742507937,1.7300000190734863,5538400,1.7300000190734863,1.7366666793823242,1.5460000038146973,0
2021-01-20,1.7599999904632568,1.6799999475479126,1.7300000190734863,1.7400000095367432,6035500,1.7400000095367432,1.7366666793823242,1.578000009059906,0
2021-01-21,2.359999895095825,1.7100000381469729,1.7619999647140503,2.359999895095825,41493800,2.359999895095825,1.9433333079020183,1.6730000019073483,0
2021-01-22,2.2300000190734863,2.069999933242798,2.1700000762939453,2.109999895095825,12989900,2.109999895095825,2.069999933242798,1.7399999856948851,0
2021-01-25,2.180000066757202,1.909999966621399,2.150000095367432,2.0199999809265137,11328300,2.0199999809265137,2.163333257039388,1.8009999871253968,0
2021-01-26,2.059999942779541,1.940000057220459,2.039999961853028,1.9700000286102293,7576400,1.9700000286102293,2.033333301544189,1.8519999861717225,0
2021-01-27,2.1700000762939453,1.809999942779541,1.8899999856948853,1.950000047683716,14133200,1.950000047683716,1.9800000190734863,1.896999990940094,0
2021-01-28,2.059999942779541,1.75,1.9900000095367432,1.850000023841858,9043300,1.850000023841858,1.9233333667119343,1.9209999918937684,0
2021-01-29,2.009999990463257,1.809999942779541,1.8899999856948853,1.830000042915344,7054200,1.830000042915344,1.8766667048136396,1.9299999952316285,0
2021-02-01,2.259999990463257,1.8200000524520876,1.9600000381469729,2.2300000190734863,36956800,2.2300000190734863,1.9700000286102293,1.9789999961853024,0
2021-02-02,2.799999952316284,2.0,2.450000047683716,2.5799999237060547,67144100,2.5799999237060547,2.213333328564962,2.06399998664856,0
2021-02-03,3.039999961853028,2.609999895095825,2.8299999237060547,2.690000057220459,49166400,2.690000057220459,2.5,2.1589999914169318,0
2021-02-04,3.0,2.621000051498413,2.9800000190734863,2.720000028610229,28657400,2.720000028610229,2.663333336512248,2.195000004768372,0
2021-02-05,2.819999933242798,2.400000095367432,2.789999961853028,2.690000057220459,17467600,2.690000057220459,2.700000047683716,2.253000020980835,0
2021-02-08,2.8499999046325684,2.5999999046325684,2.640000104904175,2.799999952316284,13028900,2.799999952316284,2.736666679382324,2.331000018119812,0
2021-02-09,3.305000066757202,2.6600000858306885,2.799999952316284,3.0799999237060547,52389200,3.0799999237060547,2.856666644414266,2.4420000076293946,0
2021-02-10,3.5999999046325684,2.7799999713897705,3.380000114440918,3.414999961853028,71581900,3.414999961853028,3.0983332792917886,2.5884999990463258,0
2021-02-11,4.0,3.1600000858306885,3.9700000286102295,3.3399999141693115,53894700,3.3399999141693115,3.2783332665761318,2.737499988079071,0
2021-02-12,3.3299999237060547,2.859999895095825,2.9800000190734863,2.990000009536743,28426600,2.990000009536743,3.248333295186361,2.853499984741211,0
2021-02-16,3.1600000858306885,2.970000028610229,3.0999999046325684,3.049999952316284,20161900,3.049999952316284,3.12666662534078,2.935499978065491,0
2021-02-17,3.049999952316284,2.809999942779541,3.049999952316284,2.900000095367432,16274900,2.900000095367432,2.9800000190734863,2.9674999952316283,0
2021-02-18,3.140000104904175,2.619999885559082,2.799999952316284,2.799999952316284,28316500,2.799999952316284,2.9166666666666665,2.978499984741211,0
2021-02-19,3.0199999809265137,2.720000028610229,2.8499999046325684,2.9200000762939453,15342000,2.9200000762939453,2.87333337465922,2.9984999895095825,0
2021-02-22,3.039999961853028,2.75,2.9100000858306885,2.759999990463257,12774600,2.759999990463257,2.826666673024496,3.005499982833862,0
2021-02-23,2.650000095367432,2.0299999713897705,2.299999952316284,2.5299999713897705,20434000,2.5299999713897705,2.736666679382324,2.978499984741211,0
2021-02-24,2.539999961853028,2.381099939346313,2.440000057220459,2.4749999046325684,2022080,2.4749999046325684,2.588333288828532,2.9179999828338623,19
2021-03-03,2.549999952316284,2.299999952316284,2.4200000762939453,2.3299999237060547,11045500,2.3299999237060547,2.3400000095367433,2.765666659673055,18
