Date,High,Low,Open,Close,Volume,Adj Close,short_avg,long_avg,rank
2020-11-27,1.2300000190734863,1.149999976158142,1.1699999570846558,1.2100000381469727,1012800,1.2100000381469727,1.2100000381469727,1.2100000381469727,0
2020-11-30,1.3200000524520874,1.2000000476837158,1.2300000190734863,1.2400000095367432,2622900,1.2400000095367432,1.225000023841858,1.225000023841858,0
2020-12-01,1.3200000524520874,1.2549999952316284,1.2960000038146973,1.2899999618530273,1596900,1.2899999618530273,1.246666669845581,1.246666669845581,0
2020-12-02,1.309999942779541,1.2100000381469727,1.309999942779541,1.2599999904632568,1558500,1.2599999904632568,1.2633333206176758,1.25,0
2020-12-03,1.3600000143051147,1.2699999809265137,1.2999999523162842,1.3300000429153442,2311100,1.3300000429153442,1.2933333317438762,1.266000008583069,0
2020-12-04,1.5499999523162842,1.350000023841858,1.350000023841858,1.5299999713897705,6515300,1.5299999713897705,1.3733333349227905,1.3100000023841858,0
2020-12-07,1.6699999570846558,1.5099999904632568,1.5499999523162842,1.5399999618530273,8218600,1.5399999618530273,1.4666666587193806,1.3428571394511633,0
2020-12-08,1.75,1.4600000381469727,1.5399999618530273,1.659999966621399,5858200,1.659999966621399,1.5766666332880657,1.3824999928474426,0
2020-12-09,1.7799999713897705,1.534999966621399,1.75,1.600000023841858,4078300,1.600000023841858,1.599999984105428,1.4066666629579332,0
2020-12-10,1.690000057220459,1.5499999523162842,1.600000023841858,1.659999966621399,2279000,1.659999966621399,1.6399999856948853,1.4319999933242797,0
2020-12-11,1.74399995803833,1.600000023841858,1.7000000476837158,1.6699999570846558,2435000,1.6699999570846558,1.6433333158493042,1.477999985218048,0
2020-12-14,1.75,1.6380000114440918,1.6380000114440918,1.690000057220459,2035300,1.690000057220459,1.6733333269755046,1.5229999899864197,0
2020-12-15,1.7899999618530273,1.690000057220459,1.75,1.7300000190734863,2097100,1.7300000190734863,1.696666677792867,1.5669999957084655,0
2020-12-16,1.8200000524520874,1.7300000190734863,1.7999999523162842,1.7699999809265137,2629000,1.7699999809265137,1.7300000190734863,1.6179999947547912,0
2020-12-17,1.809999942779541,1.690000057220459,1.809999942779541,1.7200000286102295,2250000,1.7200000286102295,1.7400000095367432,1.6569999933242798,0
2020-12-18,1.7899999618530273,1.7000000476837158,1.7649999856948853,1.7400000095367432,3991400,1.7400000095367432,1.743333339691162,1.677999997138977,0
2020-12-21,1.7000000476837158,1.2899999618530273,1.6200000047683716,1.3200000524520874,13604700,1.3200000524520874,1.59333336353302,1.656000006198883,0
2020-12-22,1.309999942779541,1.149999976158142,1.2799999713897705,1.2599999904632568,8688200,1.2599999904632568,1.440000017484029,1.6160000085830688,0
2020-12-23,1.340000033378601,1.190000057220459,1.2000000476837158,1.25,5550300,1.25,1.2766666809717815,1.5810000061988831,0
2020-12-24,1.2999999523162842,1.2200000286102295,1.2599999904632568,1.2599999904632568,2748600,1.2599999904632568,1.256666660308838,1.5410000085830688,0
2020-12-28,1.2899999618530273,1.2300000190734863,1.2599999904632568,1.2300000190734863,3169400,1.2300000190734863,1.246666669845581,1.497000014781952,0
2020-12-29,1.2599999904632568,1.159999966621399,1.25,1.25,3004800,1.25,1.246666669845581,1.453000009059906,0
2020-12-30,1.4600000381469727,1.2899999618530273,1.2999999523162842,1.3899999856948853,6258900,1.3899999856948853,1.2900000015894573,1.419000005722046,0
2020-12-31,1.409999966621399,1.2999999523162842,1.3899999856948853,1.350000023841858,3765400,1.350000023841858,1.3300000031789143,1.3770000100135804,0
2021-01-04,1.3899999856948853,1.2699999809265137,1.3700000047683716,1.3200000524520874,3200300,1.3200000524520874,1.3533333539962769,1.3370000123977661,0
2021-01-05,1.309999942779541,1.2300000190734863,1.2799999713897705,1.2999999523162842,1787000,1.2999999523162842,1.3233333428700764,1.2930000066757201,0
2021-01-06,1.5700000524520874,1.3600000143051147,1.3910000324249268,1.4299999475479126,8913200,1.4299999475479126,1.349999984105428,1.3039999961853028,0
2021-01-07,1.5499999523162842,1.4199999570846558,1.5499999523162842,1.5,4356700,1.5,1.409999966621399,1.327999997138977,0
2021-01-08,1.590000033378601,1.4500000476837158,1.5499999523162842,1.4900000095367432,4283900,1.4900000095367432,1.4733333190282185,1.3519999980926514,0
2021-01-11,1.649999976158142,1.4600000381469727,1.5199999809265137,1.6100000143051147,5108300,1.6100000143051147,1.5333333412806194,1.3870000004768372,0
2021-01-12,1.659999966621399,1.5299999713897705,1.6399999856948853,1.600000023841858,3860500,1.600000023841858,1.5666666825612385,1.4240000009536744,0
2021-01-13,1.590000033378601,1.4700000286102295,1.590000033378601,1.4800000190734863,5143200,1.4800000190734863,1.5633333524068196,1.447000002861023,0
2021-01-14,1.559999942779541,1.4199999570846558,1.5,1.5499999523162842,3041700,1.5499999523162842,1.5433333317438762,1.4629999995231628,0
2021-01-15,1.590000033378601,1.4700000286102295,1.5390000343322754,1.5399999618530273,2778100,1.5399999618530273,1.5233333110809326,1.4819999933242798,0
2021-01-19,1.6100000143051147,1.5099999904632568,1.5549999475479126,1.600000023841858,3525600,1.600000023841858,1.5633333126703899,1.5099999904632568,0
2021-01-20,1.7999999523162842,1.559999942779541,1.7400000095367432,1.6299999952316284,5945800,1.6299999952316284,1.5899999936421711,1.5429999947547912,0
2021-01-21,1.6699999570846558,1.5700000524520874,1.6299999952316284,1.659999966621399,3204300,1.659999966621399,1.6299999952316284,1.5659999966621398,0
2021-01-22,1.690000057220459,1.600000023841858,1.649999976158142,1.649999976158142,2812900,1.649999976158142,1.6466666460037231,1.580999994277954,0
2021-01-25,1.9800000190734863,1.75,1.7999999523162842,1.850000023841858,12688400,1.850000023841858,1.7199999888737996,1.6169999957084655,0
2021-01-26,2.0,1.809999942779541,2.0,1.899999976158142,8184400,1.899999976158142,1.799999992052714,1.6459999918937682,0
2021-01-27,1.8600000143051147,1.6749999523162842,1.7899999618530273,1.7200000286102295,6851000,1.7200000286102295,1.8233333428700764,1.6579999923706055,0
2021-01-28,1.7799999713897705,1.6100000143051147,1.7769999504089355,1.7000000476837158,4725600,1.7000000476837158,1.7733333508173625,1.6799999952316285,0
2021-01-29,1.75,1.6200000047683716,1.6799999475479126,1.7100000381469727,3470400,1.7100000381469727,1.7100000381469727,1.6960000038146972,0
2021-02-01,1.8109999895095825,1.7200000286102295,1.75,1.75,3345200,1.75,1.7200000286102295,1.7170000076293945,0
2021-02-02,1.8200000524520874,1.7300000190734863,1.7999999523162842,1.809999942779541,3243600,1.809999942779541,1.756666660308838,1.7379999995231628,0
2021-02-03,1.9900000095367432,1.809999942779541,1.809999942779541,1.9900000095367432,6114800,1.9900000095367432,1.849999984105428,1.7740000009536743,0
2021-02-04,2.2709999084472656,1.9869999885559082,2.190000057220459,2.180000066757202,9939400,2.180000066757202,1.993333339691162,1.8260000109672547,0
2021-02-05,2.299999952316284,2.0399999618530273,2.2990000247955322,2.2699999809265137,7716000,2.2699999809265137,2.146666685740153,1.8880000114440918,0
2021-02-08,2.7200000286102295,2.359999895095825,2.4100000858306885,2.6600000858306885,10895300,2.6600000858306885,2.3700000445048013,1.969000017642975,0
2021-02-09,2.880000114440918,2.559999942779541,2.8550000190734863,2.799999952316284,12280500,2.799999952316284,2.5766666730244956,2.059000015258789,0
2021-02-10,3.2100000381469727,2.6700000762939453,3.140000104904175,2.9800000190734863,17525400,2.9800000190734863,2.81333335240682,2.185000014305115,0
